fname,colid,fsid,from_alpha,to_alpha
12125836_0_1134348206297032434.csv,1,5,-1.00000,-1.00000
2066887_0_746204117268168398.csv,0,1,-1.00000,-1.00000
2066887_0_746204117268168398.csv,0,2,-1.00000,-1.00000
2066887_0_746204117268168398.csv,0,3,-1.00000,-1.00000
2066887_0_746204117268168398.csv,0,4,-1.00000,-1.00000
2066887_0_746204117268168398.csv,0,5,-1.00000,-1.00000
24859353_0_7027810986004269522.csv,1,1,0.00100,0.09400
24859353_0_7027810986004269522.csv,1,2,0.00100,0.17200
24859353_0_7027810986004269522.csv,1,3,0.00100,0.75300
24859353_0_7027810986004269522.csv,1,4,0.02800,0.86800
24859353_0_7027810986004269522.csv,1,5,0.05200,0.86600
37856682_0_6818907050314633217.csv,1,1,-1.00000,-1.00000
37856682_0_6818907050314633217.csv,1,2,-1.00000,-1.00000
37856682_0_6818907050314633217.csv,1,3,-1.00000,-1.00000
37856682_0_6818907050314633217.csv,1,4,-1.00000,-1.00000
37856682_0_6818907050314633217.csv,1,5,-1.00000,-1.00000
29414811_13_8724394428539174350.csv,1,1,-1.00000,-1.00000
29414811_13_8724394428539174350.csv,1,2,-1.00000,-1.00000
29414811_13_8724394428539174350.csv,1,3,-1.00000,-1.00000
29414811_13_8724394428539174350.csv,1,4,-1.00000,-1.00000
29414811_13_8724394428539174350.csv,1,5,-1.00000,-1.00000
55961337_0_6548713781034932742.csv,1,1,-1.00000,-1.00000
55961337_0_6548713781034932742.csv,1,2,-1.00000,-1.00000
55961337_0_6548713781034932742.csv,1,3,-1.00000,-1.00000
55961337_0_6548713781034932742.csv,1,4,-1.00000,-1.00000
55961337_0_6548713781034932742.csv,1,5,-1.00000,-1.00000
5873256_0_7795190905731964989.csv,1,1,0.00100,0.04200
5873256_0_7795190905731964989.csv,1,2,0.00100,0.08000
5873256_0_7795190905731964989.csv,1,3,0.00100,0.60600
5873256_0_7795190905731964989.csv,1,4,0.03900,0.60200
5873256_0_7795190905731964989.csv,1,5,0.07500,0.59900
12183399_0_6725061928072492226.csv,0,1,0.00100,0.10900
12183399_0_6725061928072492226.csv,0,2,0.00100,0.19600
12183399_0_6725061928072492226.csv,0,3,0.00100,0.78100
12183399_0_6725061928072492226.csv,0,4,0.03300,0.90200
12183399_0_6725061928072492226.csv,0,5,0.06400,0.90000
77632062_0_2292892375652659825.csv,1,1,0.00100,0.00700
77632062_0_2292892375652659825.csv,1,2,0.00100,0.01500
77632062_0_2292892375652659825.csv,1,3,0.00500,0.28500
77632062_0_2292892375652659825.csv,1,4,0.09100,0.63000
77632062_0_2292892375652659825.csv,1,5,0.16400,0.75000
41648740_0_6959523681065295632.csv,0,1,0.00100,0.10600
41648740_0_6959523681065295632.csv,0,2,0.00100,0.19200
41648740_0_6959523681065295632.csv,0,3,0.00100,0.77700
41648740_0_6959523681065295632.csv,0,4,0.02600,0.92500
41648740_0_6959523681065295632.csv,0,5,0.04900,0.92900
54773498_0_4341462266113591159.csv,0,1,0.00100,0.00700
54773498_0_4341462266113591159.csv,0,2,0.00200,0.01400
54773498_0_4341462266113591159.csv,0,3,0.15200,0.30200
54773498_0_4341462266113591159.csv,0,4,-1.00000,-1.00000
54773498_0_4341462266113591159.csv,0,5,-1.00000,-1.00000
19654359_0_3020273135042459469.csv,1,1,-1.00000,-1.00000
19654359_0_3020273135042459469.csv,1,2,-1.00000,-1.00000
19654359_0_3020273135042459469.csv,1,3,-1.00000,-1.00000
19654359_0_3020273135042459469.csv,1,4,-1.00000,-1.00000
19654359_0_3020273135042459469.csv,1,5,-1.00000,-1.00000
70515524_0_5425995199745290007.csv,0,1,-1.00000,-1.00000
70515524_0_5425995199745290007.csv,0,2,-1.00000,-1.00000
70515524_0_5425995199745290007.csv,0,3,-1.00000,-1.00000
70515524_0_5425995199745290007.csv,0,4,-1.00000,-1.00000
70515524_0_5425995199745290007.csv,0,5,-1.00000,-1.00000
79966524_0_1484492112455633784.csv,0,1,0.00100,0.11600
79966524_0_1484492112455633784.csv,0,2,0.00200,0.20900
79966524_0_1484492112455633784.csv,0,3,0.05700,0.69300
79966524_0_1484492112455633784.csv,0,4,0.25400,0.66200
79966524_0_1484492112455633784.csv,0,5,0.38300,0.62400
77694908_0_6083291340991074532.csv,1,1,0.00100,0.03500
77694908_0_6083291340991074532.csv,1,2,0.00100,0.06700
77694908_0_6083291340991074532.csv,1,3,0.09900,0.50000
77694908_0_6083291340991074532.csv,1,4,0.52300,0.56800
77694908_0_6083291340991074532.csv,1,5,-1.00000,-1.00000
8286121_0_8471791395229161598.csv,0,1,0.00100,0.07600
8286121_0_8471791395229161598.csv,0,2,0.00100,0.14200
8286121_0_8471791395229161598.csv,0,3,0.00100,0.70800
8286121_0_8471791395229161598.csv,0,4,0.00100,0.89500
8286121_0_8471791395229161598.csv,0,5,0.00100,0.91900
40844462_1_6230938203735169234.csv,1,1,-1.00000,-1.00000
40844462_1_6230938203735169234.csv,1,2,-1.00000,-1.00000
40844462_1_6230938203735169234.csv,1,3,-1.00000,-1.00000
40844462_1_6230938203735169234.csv,1,4,-1.00000,-1.00000
40844462_1_6230938203735169234.csv,1,5,-1.00000,-1.00000
40534006_0_4617468856744635526.csv,1,1,-1.00000,-1.00000
40534006_0_4617468856744635526.csv,1,2,-1.00000,-1.00000
40534006_0_4617468856744635526.csv,1,3,-1.00000,-1.00000
40534006_0_4617468856744635526.csv,1,4,-1.00000,-1.00000
40534006_0_4617468856744635526.csv,1,5,-1.00000,-1.00000
34041816_1_4749054164534706977.csv,1,1,-1.00000,-1.00000
34041816_1_4749054164534706977.csv,1,2,-1.00000,-1.00000
34041816_1_4749054164534706977.csv,1,3,-1.00000,-1.00000
34041816_1_4749054164534706977.csv,1,4,-1.00000,-1.00000
34041816_1_4749054164534706977.csv,1,5,-1.00000,-1.00000
35188621_0_6058553107571275232.csv,1,1,-1.00000,-1.00000
35188621_0_6058553107571275232.csv,1,2,-1.00000,-1.00000
35188621_0_6058553107571275232.csv,1,3,-1.00000,-1.00000
35188621_0_6058553107571275232.csv,1,4,-1.00000,-1.00000
35188621_0_6058553107571275232.csv,1,5,-1.00000,-1.00000
28423212_0_2742990779532526553.csv,0,1,0.00100,0.01500
28423212_0_2742990779532526553.csv,0,2,0.00100,0.03000
28423212_0_2742990779532526553.csv,0,3,0.01300,0.39300
28423212_0_2742990779532526553.csv,0,4,0.11900,0.65400
28423212_0_2742990779532526553.csv,0,5,0.20400,0.63600
76275868_0_4528346580716713695.csv,1,1,-1.00000,-1.00000
76275868_0_4528346580716713695.csv,1,2,-1.00000,-1.00000
76275868_0_4528346580716713695.csv,1,3,-1.00000,-1.00000
76275868_0_4528346580716713695.csv,1,4,-1.00000,-1.00000
76275868_0_4528346580716713695.csv,1,5,-1.00000,-1.00000
73988811_0_2775758476756716904.csv,0,1,-1.00000,-1.00000
73988811_0_2775758476756716904.csv,0,2,-1.00000,-1.00000
73988811_0_2775758476756716904.csv,0,3,-1.00000,-1.00000
73988811_0_2775758476756716904.csv,0,4,-1.00000,-1.00000
73988811_0_2775758476756716904.csv,0,5,-1.00000,-1.00000
74718406_0_3914457597478137388.csv,1,1,-1.00000,-1.00000
74718406_0_3914457597478137388.csv,1,2,-1.00000,-1.00000
74718406_0_3914457597478137388.csv,1,3,-1.00000,-1.00000
74718406_0_3914457597478137388.csv,1,4,-1.00000,-1.00000
74718406_0_3914457597478137388.csv,1,5,-1.00000,-1.00000
38390205_1_8150763005563658139.csv,2,1,0.00100,0.79900
38390205_1_8150763005563658139.csv,2,2,0.00100,0.79900
38390205_1_8150763005563658139.csv,2,3,0.00100,0.79900
38390205_1_8150763005563658139.csv,2,4,0.00100,0.79700
38390205_1_8150763005563658139.csv,2,5,0.00100,0.79500
12151277_0_1262954734066545952.csv,1,1,-1.00000,-1.00000
12151277_0_1262954734066545952.csv,1,2,-1.00000,-1.00000
12151277_0_1262954734066545952.csv,1,3,-1.00000,-1.00000
12151277_0_1262954734066545952.csv,1,4,-1.00000,-1.00000
12151277_0_1262954734066545952.csv,1,5,-1.00000,-1.00000
64734047_0_5880705307495695536.csv,0,1,-1.00000,-1.00000
64734047_0_5880705307495695536.csv,0,2,-1.00000,-1.00000
64734047_0_5880705307495695536.csv,0,3,-1.00000,-1.00000
64734047_0_5880705307495695536.csv,0,4,-1.00000,-1.00000
64734047_0_5880705307495695536.csv,0,5,-1.00000,-1.00000
38732532_0_1420803645394505878.csv,0,1,-1.00000,-1.00000
38732532_0_1420803645394505878.csv,0,2,-1.00000,-1.00000
38732532_0_1420803645394505878.csv,0,3,-1.00000,-1.00000
38732532_0_1420803645394505878.csv,0,4,-1.00000,-1.00000
38732532_0_1420803645394505878.csv,0,5,-1.00000,-1.00000
76373906_0_6904594838446307331.csv,0,1,0.00100,0.95300
76373906_0_6904594838446307331.csv,0,2,0.00100,0.95300
76373906_0_6904594838446307331.csv,0,3,0.00100,0.95300
76373906_0_6904594838446307331.csv,0,4,0.00100,0.95200
76373906_0_6904594838446307331.csv,0,5,0.00100,0.95100
4501311_8_8306082458935575308.csv,1,1,0.00100,0.99900
4501311_8_8306082458935575308.csv,1,2,0.00100,0.99900
4501311_8_8306082458935575308.csv,1,3,0.00100,0.99900
4501311_8_8306082458935575308.csv,1,4,0.00100,0.99900
4501311_8_8306082458935575308.csv,1,5,0.00100,0.99900
47709681_0_4437772923903322343.csv,0,1,-1.00000,-1.00000
47709681_0_4437772923903322343.csv,0,2,-1.00000,-1.00000
47709681_0_4437772923903322343.csv,0,3,-1.00000,-1.00000
47709681_0_4437772923903322343.csv,0,4,-1.00000,-1.00000
47709681_0_4437772923903322343.csv,0,5,-1.00000,-1.00000
12193237_0_8699643798888088574.csv,0,1,0.00100,0.07600
12193237_0_8699643798888088574.csv,0,2,0.00100,0.14200
12193237_0_8699643798888088574.csv,0,3,0.00100,0.70800
12193237_0_8699643798888088574.csv,0,4,0.00700,0.89500
12193237_0_8699643798888088574.csv,0,5,0.01300,0.89400
9686394_0_5980699488362107028.csv,1,1,-1.00000,-1.00000
9686394_0_5980699488362107028.csv,1,2,-1.00000,-1.00000
9686394_0_5980699488362107028.csv,1,3,-1.00000,-1.00000
9686394_0_5980699488362107028.csv,1,4,-1.00000,-1.00000
9686394_0_5980699488362107028.csv,1,5,-1.00000,-1.00000
24142265_0_4577466141408796359.csv,5,1,0.00100,0.99900
24142265_0_4577466141408796359.csv,5,2,0.00100,0.99900
24142265_0_4577466141408796359.csv,5,3,0.00100,0.99900
24142265_0_4577466141408796359.csv,5,4,0.00100,0.99900
24142265_0_4577466141408796359.csv,5,5,0.00100,0.99900
53989675_0_8697482470743954630.csv,0,1,-1.00000,-1.00000
53989675_0_8697482470743954630.csv,0,2,-1.00000,-1.00000
53989675_0_8697482470743954630.csv,0,3,-1.00000,-1.00000
53989675_0_8697482470743954630.csv,0,4,-1.00000,-1.00000
53989675_0_8697482470743954630.csv,0,5,-1.00000,-1.00000
19361188_0_1640726405141876003.csv,0,1,-1.00000,-1.00000
19361188_0_1640726405141876003.csv,0,2,-1.00000,-1.00000
19361188_0_1640726405141876003.csv,0,3,-1.00000,-1.00000
19361188_0_1640726405141876003.csv,0,4,-1.00000,-1.00000
19361188_0_1640726405141876003.csv,0,5,-1.00000,-1.00000
43226272_0_5995103035300388365.csv,1,1,-1.00000,-1.00000
43226272_0_5995103035300388365.csv,1,2,-1.00000,-1.00000
43226272_0_5995103035300388365.csv,1,3,-1.00000,-1.00000
43226272_0_5995103035300388365.csv,1,4,-1.00000,-1.00000
43226272_0_5995103035300388365.csv,1,5,-1.00000,-1.00000
3887681_0_7938589465814037992.csv,0,1,-1.00000,-1.00000
3887681_0_7938589465814037992.csv,0,2,-1.00000,-1.00000
3887681_0_7938589465814037992.csv,0,3,-1.00000,-1.00000
3887681_0_7938589465814037992.csv,0,4,-1.00000,-1.00000
3887681_0_7938589465814037992.csv,0,5,-1.00000,-1.00000
78005071_0_8643954006825971723.csv,0,1,0.00100,0.73000
78005071_0_8643954006825971723.csv,0,2,0.00100,0.73000
78005071_0_8643954006825971723.csv,0,3,0.00100,0.73000
78005071_0_8643954006825971723.csv,0,4,0.01000,0.72500
78005071_0_8643954006825971723.csv,0,5,0.01900,0.72000
13719111_1_5719401842463579519.csv,0,1,0.00100,0.02400
13719111_1_5719401842463579519.csv,0,2,0.00100,0.04700
13719111_1_5719401842463579519.csv,0,3,0.00100,0.67000
13719111_1_5719401842463579519.csv,0,4,0.00100,0.92000
13719111_1_5719401842463579519.csv,0,5,0.00100,0.95400
84548468_0_5955155464119382182.csv,1,1,-1.00000,-1.00000
84548468_0_5955155464119382182.csv,1,2,-1.00000,-1.00000
84548468_0_5955155464119382182.csv,1,3,-1.00000,-1.00000
84548468_0_5955155464119382182.csv,1,4,-1.00000,-1.00000
84548468_0_5955155464119382182.csv,1,5,-1.00000,-1.00000
33401079_0_9127583903019856402.csv,0,1,-1.00000,-1.00000
33401079_0_9127583903019856402.csv,0,2,-1.00000,-1.00000
33401079_0_9127583903019856402.csv,0,3,-1.00000,-1.00000
33401079_0_9127583903019856402.csv,0,4,-1.00000,-1.00000
33401079_0_9127583903019856402.csv,0,5,-1.00000,-1.00000
41819807_0_3139249984404131679.csv,0,1,-1.00000,-1.00000
41819807_0_3139249984404131679.csv,0,2,-1.00000,-1.00000
41819807_0_3139249984404131679.csv,0,3,-1.00000,-1.00000
41819807_0_3139249984404131679.csv,0,4,-1.00000,-1.00000
41819807_0_3139249984404131679.csv,0,5,-1.00000,-1.00000
63450419_0_8012592961815711786.csv,2,1,0.00100,0.02300
63450419_0_8012592961815711786.csv,2,2,0.00100,0.04500
63450419_0_8012592961815711786.csv,2,3,0.00300,0.50600
63450419_0_8012592961815711786.csv,2,4,0.02500,0.79500
63450419_0_8012592961815711786.csv,2,5,0.04700,0.87000
32051842_5_1757891723986774036.csv,1,1,0.00100,0.00100
32051842_5_1757891723986774036.csv,1,2,0.00100,0.00200
32051842_5_1757891723986774036.csv,1,3,0.00100,0.25500
32051842_5_1757891723986774036.csv,1,4,0.00100,0.58700
32051842_5_1757891723986774036.csv,1,5,0.00100,0.58300
88732174_0_7321365014357502211.csv,1,1,-1.00000,-1.00000
88732174_0_7321365014357502211.csv,1,2,-1.00000,-1.00000
88732174_0_7321365014357502211.csv,1,3,-1.00000,-1.00000
88732174_0_7321365014357502211.csv,1,4,-1.00000,-1.00000
88732174_0_7321365014357502211.csv,1,5,-1.00000,-1.00000
98312357_0_6395417306876145729.csv,0,1,-1.00000,-1.00000
98312357_0_6395417306876145729.csv,0,2,-1.00000,-1.00000
98312357_0_6395417306876145729.csv,0,3,-1.00000,-1.00000
98312357_0_6395417306876145729.csv,0,4,-1.00000,-1.00000
98312357_0_6395417306876145729.csv,0,5,-1.00000,-1.00000
75154185_0_1607627349983289012.csv,1,1,0.00100,0.00800
75154185_0_1607627349983289012.csv,1,2,0.00100,0.01600
75154185_0_1607627349983289012.csv,1,3,0.00500,0.29400
75154185_0_1607627349983289012.csv,1,4,0.08800,0.64000
75154185_0_1607627349983289012.csv,1,5,0.15900,0.75900
74685423_0_8061289760697103949.csv,0,1,0.00100,0.00700
74685423_0_8061289760697103949.csv,0,2,0.00100,0.01500
74685423_0_8061289760697103949.csv,0,3,0.00100,0.39500
74685423_0_8061289760697103949.csv,0,4,0.00100,0.78800
74685423_0_8061289760697103949.csv,0,5,0.00100,0.87100
4444204_0_951426790527152756.csv,1,1,0.00100,0.01700
4444204_0_951426790527152756.csv,1,2,0.00100,0.03500
4444204_0_951426790527152756.csv,1,3,0.00300,0.48100
4444204_0_951426790527152756.csv,1,4,0.04500,0.76300
4444204_0_951426790527152756.csv,1,5,0.08300,0.83200
39107734_2_2329160387535788734.csv,1,1,-1.00000,-1.00000
39107734_2_2329160387535788734.csv,1,2,-1.00000,-1.00000
39107734_2_2329160387535788734.csv,1,3,-1.00000,-1.00000
39107734_2_2329160387535788734.csv,1,4,-1.00000,-1.00000
39107734_2_2329160387535788734.csv,1,5,-1.00000,-1.00000
21329809_0_5526008408364682899.csv,1,1,0.00100,0.01600
21329809_0_5526008408364682899.csv,1,2,0.00100,0.03300
21329809_0_5526008408364682899.csv,1,3,0.00500,0.41900
21329809_0_5526008408364682899.csv,1,4,0.09100,0.70700
21329809_0_5526008408364682899.csv,1,5,0.16300,0.77800
8009320_0_5507755752653817624.csv,0,1,0.00100,0.92300
8009320_0_5507755752653817624.csv,0,2,0.00100,0.92300
8009320_0_5507755752653817624.csv,0,3,0.00100,0.92300
8009320_0_5507755752653817624.csv,0,4,0.01600,0.92100
8009320_0_5507755752653817624.csv,0,5,0.03000,0.91900
90723763_0_874013697986950454.csv,1,1,0.00100,0.04400
90723763_0_874013697986950454.csv,1,2,0.00100,0.08400
90723763_0_874013697986950454.csv,1,3,0.12700,0.54800
90723763_0_874013697986950454.csv,1,4,-1.00000,-1.00000
90723763_0_874013697986950454.csv,1,5,-1.00000,-1.00000
86297395_0_6919201319699354263.csv,0,1,0.00100,0.26900
86297395_0_6919201319699354263.csv,0,2,0.00100,0.42400
86297395_0_6919201319699354263.csv,0,3,0.00100,0.91200
86297395_0_6919201319699354263.csv,0,4,0.00100,0.91000
86297395_0_6919201319699354263.csv,0,5,0.00100,0.90800
29021592_4_4348860179678308511.csv,0,1,-1.00000,-1.00000
29021592_4_4348860179678308511.csv,0,2,-1.00000,-1.00000
29021592_4_4348860179678308511.csv,0,3,-1.00000,-1.00000
29021592_4_4348860179678308511.csv,0,4,-1.00000,-1.00000
29021592_4_4348860179678308511.csv,0,5,-1.00000,-1.00000
11688006_0_8123036130090004213.csv,1,1,0.00100,0.12300
11688006_0_8123036130090004213.csv,1,2,0.00100,0.22000
11688006_0_8123036130090004213.csv,1,3,0.00100,0.80500
11688006_0_8123036130090004213.csv,1,4,0.02600,0.91000
11688006_0_8123036130090004213.csv,1,5,0.04900,0.90800
25404227_0_2240631045609013057.csv,2,1,-1.00000,-1.00000
25404227_0_2240631045609013057.csv,2,2,-1.00000,-1.00000
25404227_0_2240631045609013057.csv,2,3,-1.00000,-1.00000
25404227_0_2240631045609013057.csv,2,4,-1.00000,-1.00000
25404227_0_2240631045609013057.csv,2,5,-1.00000,-1.00000
37541068_1_1156932518917623732.csv,1,1,-1.00000,-1.00000
37541068_1_1156932518917623732.csv,1,2,-1.00000,-1.00000
37541068_1_1156932518917623732.csv,1,3,-1.00000,-1.00000
37541068_1_1156932518917623732.csv,1,4,-1.00000,-1.00000
37541068_1_1156932518917623732.csv,1,5,-1.00000,-1.00000
79327346_0_5787863739697336601.csv,1,1,0.00100,0.07700
79327346_0_5787863739697336601.csv,1,2,0.00100,0.14300
79327346_0_5787863739697336601.csv,1,3,0.00100,0.71000
79327346_0_5787863739697336601.csv,1,4,0.02500,0.89600
79327346_0_5787863739697336601.csv,1,5,0.04900,0.90800
39759273_0_1427898308030295194.csv,1,1,0.00100,0.03300
39759273_0_1427898308030295194.csv,1,2,0.00200,0.06400
39759273_0_1427898308030295194.csv,1,3,0.15000,0.48500
39759273_0_1427898308030295194.csv,1,4,-1.00000,-1.00000
39759273_0_1427898308030295194.csv,1,5,-1.00000,-1.00000
14380604_4_3329235705746762392.csv,1,1,0.00100,0.59900
14380604_4_3329235705746762392.csv,1,2,0.00100,0.59900
14380604_4_3329235705746762392.csv,1,3,0.00100,0.59800
14380604_4_3329235705746762392.csv,1,4,0.00100,0.58000
14380604_4_3329235705746762392.csv,1,5,0.00100,0.56000
26310680_0_5150772059999313798.csv,0,1,0.00100,0.08100
26310680_0_5150772059999313798.csv,0,2,0.00100,0.15100
26310680_0_5150772059999313798.csv,0,3,0.00100,0.72300
26310680_0_5150772059999313798.csv,0,4,0.03300,0.89000
26310680_0_5150772059999313798.csv,0,5,0.06300,0.88800
71840765_0_6664391841933033844.csv,0,1,-1.00000,-1.00000
71840765_0_6664391841933033844.csv,0,2,-1.00000,-1.00000
71840765_0_6664391841933033844.csv,0,3,-1.00000,-1.00000
71840765_0_6664391841933033844.csv,0,4,-1.00000,-1.00000
71840765_0_6664391841933033844.csv,0,5,-1.00000,-1.00000
12271141_0_8517913935669973086.csv,0,1,0.00100,0.01000
12271141_0_8517913935669973086.csv,0,2,0.00100,0.02000
12271141_0_8517913935669973086.csv,0,3,0.06700,0.30100
12271141_0_8517913935669973086.csv,0,4,0.45900,0.58000
12271141_0_8517913935669973086.csv,0,5,-1.00000,-1.00000
29414811_2_4773219892816395776.csv,1,1,-1.00000,-1.00000
29414811_2_4773219892816395776.csv,1,2,-1.00000,-1.00000
29414811_2_4773219892816395776.csv,1,3,-1.00000,-1.00000
29414811_2_4773219892816395776.csv,1,4,-1.00000,-1.00000
29414811_2_4773219892816395776.csv,1,5,-1.00000,-1.00000
45073662_0_3179937335063201739.csv,1,1,-1.00000,-1.00000
45073662_0_3179937335063201739.csv,1,2,-1.00000,-1.00000
45073662_0_3179937335063201739.csv,1,3,-1.00000,-1.00000
45073662_0_3179937335063201739.csv,1,4,-1.00000,-1.00000
45073662_0_3179937335063201739.csv,1,5,-1.00000,-1.00000
29412826_0_3422707769191426540.csv,0,1,-1.00000,-1.00000
29412826_0_3422707769191426540.csv,0,2,-1.00000,-1.00000
29412826_0_3422707769191426540.csv,0,3,-1.00000,-1.00000
29412826_0_3422707769191426540.csv,0,4,-1.00000,-1.00000
29412826_0_3422707769191426540.csv,0,5,-1.00000,-1.00000
19272019_0_1508498249156534553.csv,0,1,0.00100,0.74900
19272019_0_1508498249156534553.csv,0,2,0.00100,0.74900
19272019_0_1508498249156534553.csv,0,3,0.00100,0.74900
19272019_0_1508498249156534553.csv,0,4,0.00100,0.74200
19272019_0_1508498249156534553.csv,0,5,0.00100,0.73500
37815699_0_8391788584341609964.csv,1,1,0.03600,0.99900
37815699_0_8391788584341609964.csv,1,2,0.06900,0.99900
37815699_0_8391788584341609964.csv,1,3,0.27700,0.99900
37815699_0_8391788584341609964.csv,1,4,0.46100,0.99900
37815699_0_8391788584341609964.csv,1,5,0.57000,0.99900
41480166_0_6681239260286218499.csv,0,1,0.00100,0.16400
41480166_0_6681239260286218499.csv,0,2,0.00100,0.28000
41480166_0_6681239260286218499.csv,0,3,0.00200,0.59200
41480166_0_6681239260286218499.csv,0,4,0.06700,0.58800
41480166_0_6681239260286218499.csv,0,5,0.12400,0.58500
6869358_0_1379459120563510331.csv,1,1,0.00100,0.60600
6869358_0_1379459120563510331.csv,1,2,0.00100,0.60600
6869358_0_1379459120563510331.csv,1,3,0.00700,0.60600
6869358_0_1379459120563510331.csv,1,4,0.10900,0.59600
6869358_0_1379459120563510331.csv,1,5,0.19200,0.58500
55238374_0_3379409961751009152.csv,0,1,0.00100,0.99900
55238374_0_3379409961751009152.csv,0,2,0.00100,0.99900
55238374_0_3379409961751009152.csv,0,3,0.00100,0.99900
55238374_0_3379409961751009152.csv,0,4,0.00100,0.99900
55238374_0_3379409961751009152.csv,0,5,0.00100,0.99900
61121469_0_6337620713408906340.csv,0,1,0.00100,0.03000
61121469_0_6337620713408906340.csv,0,2,0.00100,0.05900
61121469_0_6337620713408906340.csv,0,3,0.00100,0.48000
61121469_0_6337620713408906340.csv,0,4,0.00100,0.76600
61121469_0_6337620713408906340.csv,0,5,0.00100,0.84900
41194422_0_7231546114369966811.csv,1,1,0.00100,0.14600
41194422_0_7231546114369966811.csv,1,2,0.00100,0.25400
41194422_0_7231546114369966811.csv,1,3,0.00100,0.83300
41194422_0_7231546114369966811.csv,1,4,0.04400,0.91900
41194422_0_7231546114369966811.csv,1,5,0.08300,0.91800
10630177_0_4831842476649004753.csv,2,1,-1.00000,-1.00000
10630177_0_4831842476649004753.csv,2,2,-1.00000,-1.00000
10630177_0_4831842476649004753.csv,2,3,-1.00000,-1.00000
10630177_0_4831842476649004753.csv,2,4,-1.00000,-1.00000
10630177_0_4831842476649004753.csv,2,5,-1.00000,-1.00000
67865873_0_8259587610208037357.csv,1,1,0.00100,0.07900
67865873_0_8259587610208037357.csv,1,2,0.00100,0.14700
67865873_0_8259587610208037357.csv,1,3,0.00100,0.71600
67865873_0_8259587610208037357.csv,1,4,0.02700,0.89100
67865873_0_8259587610208037357.csv,1,5,0.05100,0.88900
51741865_0_9203644246202164492.csv,1,1,-1.00000,-1.00000
51741865_0_9203644246202164492.csv,1,2,-1.00000,-1.00000
51741865_0_9203644246202164492.csv,1,3,-1.00000,-1.00000
51741865_0_9203644246202164492.csv,1,4,-1.00000,-1.00000
51741865_0_9203644246202164492.csv,1,5,-1.00000,-1.00000
20135078_0_7570343137119682530.csv,1,1,-1.00000,-1.00000
20135078_0_7570343137119682530.csv,1,2,-1.00000,-1.00000
20135078_0_7570343137119682530.csv,1,3,-1.00000,-1.00000
20135078_0_7570343137119682530.csv,1,4,-1.00000,-1.00000
20135078_0_7570343137119682530.csv,1,5,-1.00000,-1.00000
50245608_0_871275842592178099.csv,0,1,-1.00000,-1.00000
50245608_0_871275842592178099.csv,0,2,-1.00000,-1.00000
50245608_0_871275842592178099.csv,0,3,-1.00000,-1.00000
50245608_0_871275842592178099.csv,0,4,-1.00000,-1.00000
50245608_0_871275842592178099.csv,0,5,-1.00000,-1.00000
21337553_0_8832378999628437599.csv,1,1,-1.00000,-1.00000
21337553_0_8832378999628437599.csv,1,2,-1.00000,-1.00000
21337553_0_8832378999628437599.csv,1,3,-1.00000,-1.00000
21337553_0_8832378999628437599.csv,1,4,-1.00000,-1.00000
21337553_0_8832378999628437599.csv,1,5,-1.00000,-1.00000
1614988_0_8789868670151796042.csv,0,1,-1.00000,-1.00000
